scene_name,category,count,positions
nS8T59Aw3sf,bed,4,"[3.33459, 3.39506, -3.16938]; [1.35102, 0.62563, -2.41367]; [5.16588, 0.71955, -2.43726]; [0.30495, 0.48515, 0.50289]"
nS8T59Aw3sf,plant,0,
nS8T59Aw3sf,toilet,2,"[5.56709, 0.42727, 0.62921]; [5.03928, -2.57861, 0.60113]"
nS8T59Aw3sf,tv_monitor,3,"[-0.09145, 1.30086, -0.95822]; [-0.1742, -2.24543, -4.35383]; [10.34148, -2.53746, -3.69493]"
nS8T59Aw3sf,sofa,2,"[2.57469, -2.46942, -2.98476]; [0.75765, -2.45111, -1.56286]"
226REUyJh2K,chair,31,"[-7.36479, 0.34866, -7.80446]; [-0.45265, 0.36678, -5.37608]; [1.25768, 0.56879, -2.20148]; [-0.02329, 0.58221, -1.54583]; [4.04032, 0.27226, -0.65831]; [6.0318, 0.40692, 3.12925]; [6.80765, 0.39368, 3.93998]; [8.64697, 0.45878, 6.60924]; [10.49863, 0.45979, 6.64007]; [8.38716, 0.43244, 0.83819]; [9.77676, 0.46788, 4.24589]; [11.12508, 0.47025, 4.2912]; [11.77903, 0.48047, 4.19503]; [11.85225, 0.47782, 3.58269]; [10.92752, 0.47607, 3.33981]; [9.70296, 0.47415, 3.36236]; [8.97163, 0.47277, 3.427]; [8.91517, 0.47028, 4.07525]; [15.95479, 0.41495, 9.3437]; [15.93621, 0.78042, 9.98477]; [15.98678, 0.6628, 10.65866]; [15.91397, 0.55241, 11.3992]; [16.75622, 0.50281, 8.84789]; [16.77091, 0.58792, 9.353]; [16.70601, 0.46795, 10.0814]; [16.72845, 0.64011, 10.71408]; [16.77517, 0.60014, 11.25673]; [16.76204, 0.84564, 11.8332]; [2.14222, 0.43765, 11.73338]; [-7.38958, 0.52037, 10.26054]; [4.70422, 0.50698, 12.41564]"
226REUyJh2K,bed,3,"[-3.09125, 0.34723, -5.05888]; [0.95597, 0.68657, 8.84779]; [-5.5219, 0.42905, 8.04496]"
226REUyJh2K,plant,0,
226REUyJh2K,toilet,5,"[-5.58922, 0.04128, -6.8477]; [-5.64852, 0.29171, -6.05695]; [4.62346, 0.46944, 10.30011]; [3.88903, 0.19447, 10.22467]; [-6.66964, 0.47993, 6.19524]"
226REUyJh2K,tv_monitor,2,"[4.0895, 0.89215, 6.79999]; [16.51921, 1.75109, 13.35439]"
226REUyJh2K,sofa,2,"[1.65286, 0.42193, 4.5119]; [3.80731, 0.43937, 2.97418]"
Wo6kuutE9i7,chair,19,"[6.79143, 0.51768, 2.72629]; [6.5104, 0.51955, 3.28964]; [6.55143, 0.51326, 3.83314]; [6.73876, 0.5069, 4.42814]; [7.08857, 0.26361, 3.79315]; [7.15643, 0.51195, 3.29315]; [7.38853, 0.48604, 0.83072]; [5.05119, 0.80756, 2.40346]; [4.47995, 0.77922, 2.44639]; [3.95054, 0.78881, 2.43881]; [2.73655, 0.26446, -3.11142]; [3.36165, 0.27048, -2.87074]; [4.03063, 0.23875, -2.80384]; [4.11676, 0.0097, -3.82053]; [3.31143, 0.06274, -3.86685]; [2.8422, -0.02089, -3.72166]; [-3.52206, 0.23872, -3.20956]; [-2.3065, 0.22157, -4.1872]; [-0.9429, 0.21737, -3.22111]"
Wo6kuutE9i7,bed,2,"[-2.77579, 0.52878, 4.31887]; [-2.27334, 0.53926, -0.09356]"
Wo6kuutE9i7,plant,0,
Wo6kuutE9i7,toilet,1,"[1.80084, 0.4161, 5.39899]"
Wo6kuutE9i7,tv_monitor,2,"[-3.36857, 1.59636, 2.69218]; [5.04959, 1.18636, -0.52647]"
Wo6kuutE9i7,sofa,2,"[1.15813, 0.42183, -0.02685]; [2.76524, 0.43254, 1.50169]"
YHmAkqgwe2p,chair,14,"[-2.1876, 0.55904, 2.869]; [-6.71084, 0.44061, 0.42439]; [-10.20789, 0.4673, -3.0745]; [-10.18821, 0.51429, -1.32949]; [-4.14747, 0.48498, -1.13597]; [-5.36792, 0.54465, -2.03854]; [-4.88038, 0.49931, -2.59594]; [-5.89202, 0.52087, -2.55273]; [-5.3725, 0.51488, -3.05078]; [-11.09296, 0.4654, 3.16786]; [-12.50365, 0.46635, 2.62276]; [-12.013, 0.48664, 2.55787]; [-12.51221, 0.3465, 1.85784]; [-11.97167, 0.45652, 1.8766]"
YHmAkqgwe2p,bed,1,"[-0.97995, 0.5736, -3.25688]"
YHmAkqgwe2p,plant,0,
YHmAkqgwe2p,toilet,1,"[-4.19289, 0.43781, 2.92645]"
YHmAkqgwe2p,tv_monitor,2,"[-1.07282, 0.8707, 1.04704]; [-9.05394, 0.84649, 0.61299]"
YHmAkqgwe2p,sofa,2,"[-0.51817, 0.36375, 2.65138]; [-8.26299, 0.38842, -2.04317]"
3CBBjsNkhqW,chair,37,"[-15.83414, -2.52047, 7.1307]; [-11.94013, -2.39158, 5.88392]; [-15.53628, -2.4976, 1.41505]; [-11.7941, -2.50325, 1.42621]; [-11.36172, -2.49671, 0.09378]; [-7.23757, -2.63894, -0.95824]; [-7.10957, -2.48595, 0.21237]; [-7.10293, -2.65015, -0.40304]; [0.408, -2.69656, 0.38471]; [-3.55768, -2.74828, 3.93708]; [-8.71395, -2.82043, 8.44962]; [-8.78965, -2.92599, 6.53529]; [-15.60155, 0.48939, 4.30807]; [-15.57705, 0.48098, 5.43274]; [-15.26164, 0.30955, 1.7418]; [-14.68906, 0.31618, 1.74619]; [-14.10617, 0.30786, 1.73851]; [-13.63115, 0.30862, 1.74335]; [-17.92997, 0.50438, 0.17927]; [-18.39422, 0.49685, 0.64817]; [-18.95015, 0.49255, 0.70919]; [-18.44044, 0.49957, -0.22412]; [-18.81787, 0.49949, -0.21404]; [-19.33331, 0.30776, 0.25023]; [-18.08357, 0.62552, 8.10836]; [-18.01183, 0.63216, 9.746]; [-7.25681, 0.4438, 9.87748]; [-10.84839, 0.4914, -0.77724]; [-9.2457, 0.5579, 1.56581]; [-9.64402, 0.56961, 0.80353]; [-9.7212, 0.57012, 0.39709]; [-9.1602, 0.56708, -0.35609]; [-8.70931, 0.56519, 0.91107]; [-8.69664, 0.56501, 0.37195]; [-7.24113, 0.43007, 1.39458]; [-0.27206, 0.50957, 2.01476]; [1.20601, 0.71639, 1.85312]"
3CBBjsNkhqW,bed,6,"[-16.85353, -2.36842, 9.3226]; [-18.3942, -2.211, 1.14803]; [-19.26588, -2.09317, -0.64111]; [-15.08147, 0.62411, 9.52945]; [-7.0519, 0.84032, -0.17114]; [-4.8301, 0.85155, -0.10888]"
3CBBjsNkhqW,plant,1,"[-5.53586, 2.06816, 4.24274]"
3CBBjsNkhqW,toilet,3,"[-11.70668, -2.6198, 9.33992]; [-12.56674, 0.40397, 8.23552]; [-3.7475, 0.40695, -0.16229]"
3CBBjsNkhqW,tv_monitor,4,"[-11.49998, -2.05082, 6.29041]; [-13.75011, -1.38274, -1.05246]; [-14.04773, 1.6029, 6.504]; [-14.53129, 1.69404, 6.73777]"
3CBBjsNkhqW,sofa,3,"[-13.73046, -2.54784, 2.45198]; [-11.86646, 0.54597, 5.42847]; [-13.83614, 0.52931, 3.80568]"
FRQ75PjD278,chair,10,"[-3.11872, 0.48741, 6.88799]; [2.272, 0.65052, -4.68844]; [2.66577, 0.52115, -4.23046]; [2.19905, 0.53215, -3.88623]; [1.6841, 0.40771, -3.89377]; [1.25044, 0.38113, -4.22358]; [1.65411, 0.28663, -4.21846]; [4.83516, 0.32723, 0.09851]; [5.67803, 0.38251, -4.38232]; [4.87288, 0.55167, 2.11642]"
FRQ75PjD278,bed,2,"[-0.20691, 2.95956, 3.18156]; [-1.39192, 0.46722, 6.12295]"
FRQ75PjD278,plant,6,"[6.01632, 0.75363, 0.71501]; [4.29101, 0.72876, -4.99214]; [2.39233, 0.84651, 5.91699]; [5.64609, 0.34818, 2.63637]; [5.48347, 0.71917, 4.0735]; [6.20828, 0.81915, 4.12216]"
FRQ75PjD278,toilet,0,
FRQ75PjD278,tv_monitor,2,"[2.30023, 2.94641, 2.99999]; [4.54527, 0.89514, 1.06948]"
FRQ75PjD278,sofa,4,"[3.1035, 0.19515, 0.74692]; [5.86423, 0.39757, -1.70344]; [4.68231, 0.3891, -3.37612]; [5.08931, 0.43702, 6.88498]"
PPTLa8SkUfo,chair,32,"[-3.79842, -0.07172, -0.57997]; [-3.92014, -0.05679, 0.88099]; [-7.51307, -0.13576, -3.57143]; [-2.61011, -0.10298, -3.66709]; [-6.15314, -0.19232, 0.69024]; [-6.19657, -0.18498, -0.76095]; [0.16721, 0.53923, -5.51596]; [2.83374, 0.44301, -1.49239]; [14.59392, 0.52358, 0.34791]; [17.4506, 0.52147, 0.36234]; [16.72713, 0.52519, -0.02351]; [16.04861, 0.5076, -0.09101]; [15.43328, 0.51932, -0.08097]; [15.3386, 0.56396, 0.79211]; [16.08523, 0.51136, 0.77854]; [16.7088, 0.50895, 0.77768]; [19.50341, 0.40443, 0.93685]; [16.64365, -0.14103, 9.31677]; [16.67646, -0.13405, 7.8655]; [14.36246, -0.15326, 5.52425]; [17.18128, -0.21048, 4.95642]; [18.44589, -0.19723, 5.08507]; [12.52325, 0.0829, 5.75845]; [12.32495, -0.00543, 3.35489]; [-1.18295, 3.31051, -2.99578]; [12.60016, 3.29371, -4.14773]; [12.64451, 3.31209, -5.96175]; [10.64697, 3.26038, -1.50067]; [16.52632, 3.23743, -1.42977]; [17.89175, 3.23839, -1.45044]; [19.25422, 3.20653, -1.7847]; [19.27623, 3.27065, -6.52049]"
PPTLa8SkUfo,bed,6,"[-5.59722, -0.17242, -2.79898]; [-4.05434, -0.1653, -2.81459]; [11.0307, 0.43307, -1.22547]; [0.75582, 3.3772, -5.83337]; [0.76772, 3.38349, -3.95125]; [17.09235, 3.43159, -4.89639]"
PPTLa8SkUfo,plant,0,
PPTLa8SkUfo,toilet,3,"[3.85327, 0.378, -5.49281]; [3.96058, 3.19645, -6.64792]; [13.58472, 3.23034, -6.57326]"
PPTLa8SkUfo,tv_monitor,0,
PPTLa8SkUfo,sofa,4,"[13.66205, -0.15587, 8.55841]; [15.2924, -0.15802, 6.26236]; [19.3229, -0.16935, 3.94358]; [10.77604, 3.29138, -4.97836]"
NGyoyh91xXJ,chair,11,"[-4.2509, 0.44829, 6.31988]; [-2.14475, 0.44566, 6.11162]; [2.61275, 0.55438, 4.7651]; [2.03334, 0.53829, 4.66172]; [1.74982, 0.52982, 4.05988]; [2.1459, 0.49945, 3.52323]; [2.80812, 0.49713, 3.58567]; [3.03837, 0.5368, 4.15118]; [8.206, 0.47105, -2.74315]; [11.23335, 0.41283, 5.34517]; [8.32557, 0.43935, 3.45987]"
NGyoyh91xXJ,bed,4,"[7.78447, 0.67456, -1.35013]; [11.28904, 0.33875, -1.96858]; [12.88742, 0.60739, 3.89309]; [7.81032, 0.73356, 4.54709]"
NGyoyh91xXJ,plant,0,
NGyoyh91xXJ,toilet,5,"[4.54746, 0.28128, -2.18803]; [4.53107, 0.285, -0.37456]; [13.11339, 0.2391, 0.49042]; [9.48363, 0.27995, 3.45001]; [5.11587, 0.29202, 2.57772]"
NGyoyh91xXJ,tv_monitor,3,"[5.89546, 1.32339, -1.40386]; [9.15004, 1.25939, -1.98636]; [10.78461, 1.1861, 3.96411]"
NGyoyh91xXJ,sofa,2,"[-5.18288, 0.52264, 4.97394]; [-1.34886, 0.52295, 4.80577]"
pcpn6mFqFCg,chair,17,"[11.93434, 0.38223, 3.30077]; [10.71418, 0.53927, -2.31343]; [-0.61179, 1.00575, 3.34491]; [0.52345, 1.01937, -1.13722]; [7.58002, -1.76362, 1.13525]; [6.99177, -1.76994, 1.09102]; [6.33691, -1.76814, 1.11194]; [6.3962, -1.76519, 0.3784]; [6.98331, -1.76521, 0.38339]; [7.57079, -1.75507, 0.37429]; [10.25221, -2.01223, 3.28464]; [12.81333, -1.89814, 2.86757]; [0.86536, -1.79014, 3.61144]; [3.42281, -1.68573, -0.26019]; [2.33168, -1.7719, 1.06461]; [-0.30932, -1.87292, -0.63089]; [-0.2405, -1.75925, -1.19029]"
pcpn6mFqFCg,bed,3,"[12.43603, 0.34967, -2.28139]; [8.76962, 0.86102, 2.09798]; [1.22907, 0.88888, 1.86985]"
pcpn6mFqFCg,plant,6,"[10.94931, 0.84893, -0.63097]; [7.32465, 1.29578, 1.35798]; [6.14679, 1.42077, -0.38962]; [6.44054, 1.13828, -0.33152]; [11.93373, -1.73412, 1.54191]; [-0.23323, -1.70231, 1.46929]"
pcpn6mFqFCg,toilet,1,"[2.7239, 0.9447, 0.90954]"
pcpn6mFqFCg,tv_monitor,3,"[4.95942, 1.41421, 3.34585]; [12.87714, -1.39776, 3.57139]; [-0.68836, -1.33377, 0.70055]"
pcpn6mFqFCg,sofa,2,"[12.84926, 0.42076, 2.21137]; [1.27714, -1.78565, -1.00971]"
RaYrxWt5pR1,chair,10,"[-2.09933, 0.50741, 2.50105]; [-1.40346, 0.47414, 2.51974]; [-3.403, 0.49119, 3.78887]; [-4.10678, 0.49169, 3.86855]; [-3.45328, 0.55881, 3.10347]; [-4.12926, 0.49046, 3.07423]; [1.23125, 0.48578, 7.2151]; [-2.0854, 0.33971, 8.59428]; [-0.64279, 0.37169, 8.50623]; [-0.11813, 0.44252, 5.10118]"
RaYrxWt5pR1,bed,1,"[-6.02411, 0.74051, 6.93663]"
RaYrxWt5pR1,plant,0,
RaYrxWt5pR1,toilet,2,"[2.65462, 0.39243, 2.03739]; [-4.98108, 0.42177, 1.97683]"
RaYrxWt5pR1,tv_monitor,1,"[0.38962, 1.91553, 6.75913]"
RaYrxWt5pR1,sofa,1,"[-2.88495, 0.43665, 7.0046]"
TYDavTf8oyy,chair,13,"[-0.48084, 0.46893, 0.49497]; [6.27307, 0.49514, -10.86296]; [0.52365, 0.54051, -4.4937]; [-1.19132, 0.57157, -4.45133]; [-0.66178, 0.54261, -4.7838]; [-0.09826, 0.54903, -4.8206]; [-0.40847, 0.53606, -4.14322]; [1.2378, 0.45601, -10.16892]; [0.68222, 0.45209, -10.53828]; [0.09649, 0.45317, -10.57492]; [-0.54873, 0.45184, -10.03471]; [0.04811, 0.45239, -9.62128]; [0.59642, 0.44675, -9.6962]"
TYDavTf8oyy,bed,3,"[5.69853, 3.90401, -10.20639]; [0.49813, 3.79116, -10.18748]; [-0.84827, 3.83573, -4.88821]"
TYDavTf8oyy,plant,0,
TYDavTf8oyy,toilet,4,"[-1.24044, 0.45434, -1.45803]; [4.38621, -2.38276, -5.30515]; [5.44398, 3.52062, -5.1922]; [3.81112, 3.47956, -5.23915]"
TYDavTf8oyy,tv_monitor,1,"[4.80734, 2.08257, -11.26044]"
TYDavTf8oyy,sofa,0,
5biL7VEkByM,chair,15,"[-5.73888, 3.28743, 4.0737]; [-0.94845, 3.30818, 9.19018]; [-5.70172, 0.65261, -4.09906]; [-5.47198, 0.62226, -3.59896]; [-5.83222, 0.63799, -3.04291]; [-6.43868, 0.6299, -3.03892]; [-7.04474, 0.62276, -3.04752]; [-7.4617, 0.62471, -3.53792]; [-6.91592, 0.62782, -4.03551]; [-6.29167, 0.64603, -4.09396]; [-6.99583, 0.43445, -0.12868]; [-7.28183, 0.43726, 0.55605]; [-7.34674, 0.43834, 0.97606]; [-6.82072, 0.43544, 0.53597]; [-6.83675, 0.43766, 1.11818]"
5biL7VEkByM,bed,3,"[-6.73675, 3.11879, -7.10472]; [-0.45674, 3.09879, 6.34611]; [0.25526, 0.37138, 9.85176]"
5biL7VEkByM,plant,0,
5biL7VEkByM,toilet,4,"[-6.07569, 3.40638, 0.82776]; [1.0625, 0.22821, 1.7536]; [1.15371, 0.23053, 5.3129]; [-4.58535, 0.37935, 12.17605]"
5biL7VEkByM,tv_monitor,2,"[-0.53938, 3.33369, -2.91886]; [-7.97798, 0.98434, 5.93899]"
5biL7VEkByM,sofa,5,"[-0.29024, 3.19185, -4.83529]; [-2.91292, 0.39305, -5.63398]; [-1.37473, 0.3698, -4.03088]; [0.32664, 0.40419, -5.41954]; [-6.18158, 0.39513, 1.96555]"
nACV8wLu1u5,chair,16,"[-1.87737, 3.30656, -3.57898]; [2.54573, 3.31166, -0.3309]; [0.30181, 3.26559, 0.12799]; [4.52591, 0.45769, 0.33849]; [-2.77036, 0.46788, -3.40447]; [-1.43084, 0.45888, -3.01551]; [7.50802, -2.2634, -6.77756]; [5.97826, -2.26253, -1.35991]; [5.9422, -2.252, -1.96163]; [2.08748, -2.26279, -0.06315]; [2.84141, -2.2743, -0.07702]; [2.18136, -2.25294, 1.19104]; [2.78018, -2.25629, 1.18709]; [-3.34966, -2.46123, -2.44773]; [-0.05566, -2.43017, -2.5344]; [6.38458, -2.39417, -4.40867]"
nACV8wLu1u5,bed,2,"[7.65075, 0.44663, -2.03684]; [2.54754, 0.54075, 1.55962]"
nACV8wLu1u5,plant,19,"[3.36594, 3.1958, 1.47182]; [-1.48614, 3.59256, 1.21251]; [-1.95534, 3.16697, 0.01557]; [-2.69874, 0.37443, -1.81822]; [8.60333, -1.57727, -2.44089]; [8.60886, -1.60305, -2.22384]; [8.60317, -1.59242, -1.88871]; [8.35723, -1.81833, -0.75266]; [3.28458, -2.66337, 2.37522]; [4.29576, -1.71227, 1.88547]; [4.42158, -2.02957, 0.45568]; [0.94964, -2.11647, 2.27637]; [1.30458, -2.49931, 2.2488]; [1.55546, -2.61573, 2.45535]; [-0.75658, -2.29809, 0.54165]; [-2.99497, -1.96668, 0.95166]; [-3.2186, -2.11013, -0.9845]; [2.30838, -1.03825, 2.23713]; [-3.61231, -1.11237, -2.07774]"
nACV8wLu1u5,toilet,2,"[-0.1854, 0.43644, 2.35409]; [-3.19702, -2.44732, -1.98301]"
nACV8wLu1u5,tv_monitor,2,"[4.19933, 1.5526, -0.49492]; [-2.2542, -2.09957, -1.13631]"
nACV8wLu1u5,sofa,2,"[1.70458, 3.26234, 2.21531]; [-1.06559, -2.43686, 1.72221]"
QVAA6zecMHu,chair,5,"[0.54647, 0.35088, 5.52911]; [-0.35586, 0.28101, 6.36349]; [3.6929, 0.49814, -5.88772]; [1.02941, 0.52214, -1.18581]; [1.04919, 0.39315, -2.36793]"
QVAA6zecMHu,bed,2,"[5.76083, 0.71309, 2.94302]; [5.91492, 0.31965, -4.34673]"
QVAA6zecMHu,plant,5,"[-0.20882, 0.62039, 5.55977]; [2.97557, 0.37885, 3.56235]; [2.89537, 0.36925, 1.75624]; [3.48592, 1.36367, 2.15077]; [3.4415, 1.35716, 3.15101]"
QVAA6zecMHu,toilet,1,"[5.68737, 0.35667, -0.4546]"
QVAA6zecMHu,tv_monitor,1,"[3.06952, 1.00921, 2.60692]"
QVAA6zecMHu,sofa,2,"[-0.2178, 0.37861, 2.61868]; [1.24958, 0.37727, 4.21411]"
4vwGX7U38Ux,chair,12,"[5.55789, 0.47016, -1.15587]; [-3.17142, 0.38735, 6.11569]; [-3.16885, 0.38269, 7.28913]; [0.31024, 0.48391, 5.40751]; [-0.71026, 0.36834, 2.38659]; [-1.21958, 0.38059, 1.94534]; [-1.6943, 0.37808, 2.28374]; [-1.28783, 0.62603, 3.0117]; [-1.63949, 0.75204, -0.24124]; [-0.94583, 0.70621, -0.48275]; [0.75348, 0.24453, -0.67815]; [1.58352, 2.80683, 3.51094]"
4vwGX7U38Ux,bed,2,"[3.76833, 0.43789, -1.96981]; [4.70464, 0.48966, 7.22103]"
4vwGX7U38Ux,plant,0,
4vwGX7U38Ux,toilet,2,"[1.68891, 0.23066, -1.88899]; [1.56575, 0.22922, 7.8452]"
4vwGX7U38Ux,tv_monitor,1,"[-2.93555, 1.13918, 5.15837]"
4vwGX7U38Ux,sofa,2,"[-0.10982, 0.37042, 7.50101]; [4.47794, 2.8044, 2.00607]"
DoSbsoo4EAg,chair,8,"[-2.69127, 0.46578, 10.45783]; [-5.95824, 0.64877, 10.37804]; [-5.77125, 0.65052, 8.40368]; [-5.75872, 0.66108, 9.00295]; [-6.33154, 0.65804, 8.68354]; [-5.14364, 0.66877, 8.66922]; [-6.6509, 0.75443, 5.56502]; [-6.55482, 0.60774, 6.90544]"
DoSbsoo4EAg,bed,2,"[3.08994, 0.63341, 3.91452]; [2.02507, 0.65994, 9.86307]"
DoSbsoo4EAg,plant,0,
DoSbsoo4EAg,toilet,2,"[3.36091, 0.3665, -0.07081]; [3.73056, 0.3616, 5.51497]"
DoSbsoo4EAg,tv_monitor,3,"[3.52152, 1.51218, 5.25759]; [3.43754, 1.09417, 7.71582]; [-0.79341, 1.53485, 9.23655]"
DoSbsoo4EAg,sofa,1,"[-3.67983, 0.38059, 8.99572]"
u9rPN5cHWBg,chair,17,"[-4.01915, 0.54002, -5.04291]; [-6.4226, 0.50881, -2.6762]; [-3.32933, 0.4945, -6.30475]; [-2.63604, 0.50767, -6.28977]; [-1.35307, 0.4393, -4.96374]; [-1.3616, 0.43957, -4.41212]; [4.81894, 0.60044, -6.11446]; [4.43488, 0.3942, -0.23808]; [15.39838, 0.42261, -0.79497]; [14.11234, 0.30407, -2.04127]; [14.14792, 0.91101, -1.13934]; [1.52748, 0.14506, 1.20396]; [-0.02737, 0.47646, 0.98199]; [0.3122, 0.63906, 1.39176]; [0.06778, 0.43518, 1.83334]; [-0.32039, 0.45332, 1.4497]; [-1.24349, 3.83917, -4.43579]"
u9rPN5cHWBg,bed,5,"[6.71817, 0.43054, -8.43235]; [13.04893, 0.24914, 1.60153]; [0.11533, 3.46958, -5.89875]; [7.02299, 3.24593, -0.56138]; [5.33176, 3.25048, -0.56638]"
u9rPN5cHWBg,plant,26,"[-6.37246, 1.64354, -4.98735]; [-5.73524, 0.79089, -1.62786]; [-5.27176, 0.63336, -3.85809]; [-5.50014, 0.62343, -3.7217]; [-5.34903, 0.5722, -3.68934]; [-2.97642, 0.82998, -6.66017]; [2.67648, 1.91308, -6.72897]; [11.89838, 1.13617, -1.64033]; [12.9953, 1.28937, -3.81636]; [13.49709, 1.00964, -3.82793]; [13.34848, 0.98586, -3.82893]; [13.37025, 0.96212, -3.74286]; [15.52655, 0.95308, -3.80789]; [15.37593, 1.88717, -3.70182]; [12.25378, 1.11398, 0.89193]; [18.1787, 0.53134, 0.53379]; [17.52016, 1.43796, 4.44876]; [1.29032, 1.62765, 2.47268]; [1.01652, 1.50087, 2.81486]; [-0.03955, 1.97651, 3.24658]; [0.14688, 0.94363, 3.28749]; [0.47999, 0.84701, 3.3444]; [-1.50874, 0.88909, 1.66031]; [-1.53361, 0.35928, 0.88181]; [1.95027, 3.50333, -2.69385]; [5.75435, 3.99637, -3.71932]"
u9rPN5cHWBg,toilet,4,"[5.51067, 0.37939, -5.08808]; [10.18336, 0.34785, -2.79459]; [11.24231, 0.33968, -1.01235]; [2.72409, 3.30775, -6.69195]"
u9rPN5cHWBg,tv_monitor,0,
u9rPN5cHWBg,sofa,2,"[-4.45557, 0.49002, -2.81051]; [15.03264, 0.41164, 2.75769]"
oEPjPNSPmzL,chair,1,"[-4.77503, 0.58364, -1.46491]"
oEPjPNSPmzL,bed,2,"[-9.53661, 0.37559, 3.70482]; [-9.90873, 0.40302, -1.20924]"
oEPjPNSPmzL,plant,0,
oEPjPNSPmzL,toilet,1,"[-5.85045, 0.43494, 4.09985]"
oEPjPNSPmzL,tv_monitor,1,"[4.31354, 0.94968, 1.74593]"
oEPjPNSPmzL,sofa,1,"[1.98662, 0.48574, 1.90887]"
DNWbUAJYsPy,chair,9,"[0.70063, 0.59857, 1.46826]; [3.92711, 0.47055, 1.45538]; [6.77712, 0.58924, 0.93116]; [7.21135, 0.58132, -0.11328]; [6.23513, 0.53562, -0.2882]; [6.7568, 0.52507, -1.315]; [12.36294, 0.41735, -1.09583]; [1.80361, 0.48282, -1.05021]; [0.88863, 0.4829, -0.90136]"
DNWbUAJYsPy,bed,1,"[9.81181, 0.78088, -0.29189]"
DNWbUAJYsPy,plant,0,
DNWbUAJYsPy,toilet,2,"[9.76541, 0.30317, 4.56292]; [9.01351, 0.3086, 6.28775]"
DNWbUAJYsPy,tv_monitor,2,"[3.96553, 1.27428, -1.16045]; [10.66221, 1.29428, 1.96428]"
DNWbUAJYsPy,sofa,1,"[2.22649, 0.42781, 2.81206]"
h6nwVLpAKQz,chair,11,"[1.42353, 3.11589, -4.30074]; [-1.74172, 3.08247, -4.05153]; [-0.74934, 3.14543, -4.07926]; [1.26811, 3.11002, -2.74567]; [0.61387, 3.09942, -3.1156]; [0.06811, 0.20349, -6.38161]; [-0.3719, 0.20425, -6.14567]; [-0.91689, 0.20478, -6.14567]; [-1.33485, 0.20683, -6.48567]; [-0.87738, 0.20576, -6.7585]; [-0.40859, 0.19836, -6.67781]"
h6nwVLpAKQz,bed,3,"[6.10442, 3.24014, -9.48753]; [3.07998, 3.67343, -5.72568]; [-0.98301, 3.1245, -5.93771]"
h6nwVLpAKQz,plant,0,
h6nwVLpAKQz,toilet,3,"[1.90999, 2.97405, -10.31341]; [2.90921, 3.02268, -8.47745]; [-0.28749, 0.23178, -9.23863]"
h6nwVLpAKQz,tv_monitor,2,"[8.07846, 3.74277, -8.01114]; [0.2585, 1.36968, -4.55654]"
h6nwVLpAKQz,sofa,2,"[2.43946, 0.2748, -6.37307]; [4.0286, 0.27429, -4.99332]"
xAHnY3QzFUN,chair,11,"[-1.68003, 0.41874, -1.45139]; [-2.80194, 0.27317, 9.58934]; [-3.73194, 0.22055, 9.78415]; [-4.49405, 0.43397, 11.67407]; [-4.49756, 0.42194, 12.18806]; [-4.50613, 0.41583, 12.7415]; [-5.42646, 0.4246, 11.65407]; [-5.43187, 0.42009, 12.18407]; [-5.3792, 0.42233, 12.71407]; [4.63068, 0.45194, 9.40159]; [3.44983, 0.54705, 10.59447]"
xAHnY3QzFUN,bed,4,"[-4.68044, 0.63196, 4.05734]; [3.86604, 0.57948, 16.0425]; [-1.60015, 0.65083, 16.14447]; [3.095, 0.64631, 6.70468]"
xAHnY3QzFUN,plant,1,"[-3.5021, 1.04579, 7.63461]"
xAHnY3QzFUN,toilet,2,"[-1.31194, 0.39875, 4.9705]; [4.68084, 0.40284, 13.69405]"
xAHnY3QzFUN,tv_monitor,0,
xAHnY3QzFUN,sofa,2,"[-3.25209, 0.40615, -0.09028]; [-1.71033, 0.45058, 12.90796]"
HxmXPBbFCkH,chair,11,"[-14.63779, 3.23068, 2.00546]; [-13.52322, 2.87207, 4.05636]; [-10.08467, 3.37093, 3.76761]; [-15.78728, 0.46704, 0.85185]; [-15.54571, 0.42073, 3.89131]; [-5.19753, -2.37095, 2.56767]; [-4.61597, -2.43732, 2.56767]; [-5.20816, -2.36895, 2.00768]; [-4.63696, -2.44479, 1.99768]; [-5.22556, -2.45673, 1.46119]; [-4.60549, -2.35199, 1.44083]"
HxmXPBbFCkH,bed,5,"[-13.07104, 4.40214, 3.32159]; [-8.65779, 3.23447, 3.15432]; [-10.65576, 2.99091, 3.96671]; [-12.66322, 0.70163, 3.62615]; [-5.66322, 0.39877, 3.11434]"
HxmXPBbFCkH,plant,4,"[-0.28322, -2.09809, 4.11163]; [-0.08209, -2.09379, 4.00238]; [0.34678, -2.47446, 4.10557]; [-3.59608, -1.86377, 4.20015]"
HxmXPBbFCkH,toilet,0,
HxmXPBbFCkH,tv_monitor,2,"[-14.79857, 0.96214, 4.13765]; [-1.46323, -1.73785, 4.24577]"
HxmXPBbFCkH,sofa,0,
